label,text,cleaned_text,normalized_text,tokens,token_count,processed_text
0,wish tshert n saudi arabia,wish tshert n saudi arabia,wish tshert n saudi arabia,wish tshert saudi arabia,4,wish tshert saudi arabia
0,want shamwow,want shamwow,want shamwow,want shamwow,2,want shamwow
0,felt sad dc wini hate see prieti zinta win,felt sad dc wini hate see prieti zinta win,felt sad dc wini hate see prieti zinta win,felt sad dc wini hate see prieti zinta win,9,felt sad dc wini hate see prieti zinta win
0,birthday happi father day,birthday happi father day,birthday happi father day,birthday happi father day,4,birthday happi father day
0,dread tomorrow hate hospit especi babi patient,dread tomorrow hate hospit especi babi patient,dread tomorrow hate hospit especi babi patient,dread tomorrow hate hospit especi babi patient,7,dread tomorrow hate hospit especi babi patient
4,day stuff happen day stuff happen day stuff happen squarespac like stuff,day stuff happen day stuff happen day stuff happen squarespac like stuff,day stuff happen day stuff happen day stuff happen squarespac like stuff,day stuff happen day stuff happen day stuff happen squarespac like stuff,12,day stuff happen day stuff happen day stuff happen squarespac like stuff
4,dont want pay download somethin good game impress,dont want pay download somethin good game impress,dont want pay download somethin good game impress,dont want pay download somethin good game impress,8,dont want pay download somethin good game impress
0,face com past hour hate pack parcel,face com past hour hate pack parcel,face com past hour hate pack parcel,face com past hour hate pack parcel,7,face com past hour hate pack parcel
0,even aust gov roll bln mb bband well still way behind rest world bband speed,even aust gov roll bln mb bband well still way behind rest world bband speed,even aust gov roll bln mb bband well still way behind rest world bband speed,even aust gov roll bln mb bband well still way behind rest world bband speed,15,even aust gov roll bln mb bband well still way behind rest world bband speed
0,want sommmee,want sommmee,want sommmee,want sommme,2,want sommme
0,freakn piss,freakn piss,freakn piss,freakn piss,2,freakn piss
0,need credit blackberri,need credit blackberri,need credit blackberri,need credit blackberri,3,need credit blackberri
0,back work tomorrow,back work tomorrow,back work tomorrow,back work tomorrow,3,back work tomorrow
0,want live yellow submarin,want live yellow submarin,want live yellow submarin,want live yellow submarin,4,want live yellow submarin
0,kati perri gig cancel barrowland tonight gut go interview,kati perri gig cancel barrowland tonight gut go interview,kati perri gig cancel barrowland tonight gut go interview,kati perri gig cancel barrowland tonight gut go interview,9,kati perri gig cancel barrowland tonight gut go interview
0,welcom home vietnam vet walk put hand shake say welcom home never got militarymon,welcom home vietnam vet walk put hand shake say welcom home never got militarymon,welcom home vietnam vet walk put hand shake say welcom home never got militarymon,welcom home vietnam vet walk put hand shake say welcom home never got militarymon,14,welcom home vietnam vet walk put hand shake say welcom home never got militarymon
0,im im finland dont know iphon,im im finland dont know iphon,im im finland dont know iphon,im im finland dont know iphon,6,im im finland dont know iphon
0,cant follow quottwidroidquot sing beautifullllllli goodtim,cant follow quottwidroidquot sing beautifullllllli goodtim,cant follow quottwidroidquot sing beautifullllllli goodtim,cant follow sing goodtim,4,cant follow sing goodtim
0,knooow im scare,knooow im scare,knooow im scare,knooow im scare,3,knooow im scare
0,acura dealer get oil chang theater bad close cant twitpic,acura dealer get oil chang theater bad close cant twitpic,acura dealer get oil chang theater bad close cant twitpic,acura dealer get oil chang theater bad close cant twitpic,10,acura dealer get oil chang theater bad close cant twitpic
0,cant co download link expir,cant co download link expir,cant co download link expir,cant co download link expir,5,cant co download link expir
0,cancel oz tour devist pleas reconsid,cancel oz tour devist pleas reconsid,cancel oz tour devist pleas reconsid,cancel oz tour devist plea reconsid,6,cancel oz tour devist plea reconsid
0,gosh miss stetson much hope get text back soon wana cri,gosh miss stetson much hope get text back soon wana cri,gosh miss stetson much hope get text back soon wana cri,gosh miss stetson much hope get text back soon wana cri,11,gosh miss stetson much hope get text back soon wana cri
0,afraid swine flu,afraid swine flu,afraid swine flu,afraid swine flu,3,afraid swine flu
0,fuckin bb pissin offshit wipe everythin dayday good day,fuckin bb pissin offshit wipe everythin dayday good day,fuckin bb pissin offshit wipe everythin dayday good day,fuckin bb pissin offshit wipe everythin dayday good day,9,fuckin bb pissin offshit wipe everythin dayday good day
4,typic women uh,typic women uh,typic women uh,typic women uh,3,typic women uh
0,im attent whore want peopl pay attent time im needi today someon pay lot attent,im attent whore want peopl pay attent time im needi today someon pay lot attent,im attent whore want peopl pay attent time im needi today someon pay lot attent,im attent whore want peopl pay attent time im needi today someon pay lot attent,15,im attent whore want peopl pay attent time im needi today someon pay lot attent
4,im regist dont worri term new guy event,im regist dont worri term new guy event,im regist dont worri term new guy event,im regist dont worri term new guy event,8,im regist dont worri term new guy event
0,neighbour new apart came quotcould sing basement loud truli shock cant bear itquot lol sigh,neighbour new apart came quotcould sing basement loud truli shock cant bear itquot lol sigh,neighbour new apart came quotcould sing basement loud truli shock cant bear itquot lol sigh,neighbour new apart came quotcould sing basement loud truli shock cant bear itquot lol sigh,15,neighbour new apart came quotcould sing basement loud truli shock cant bear itquot lol sigh
4,repeat im watch quotoliverquot watch,repeat im watch quotoliverquot watch,repeat im watch quotoliverquot watch,repeat im watch quotoliverquot watch,5,repeat im watch quotoliverquot watch
4,conserv point poll earlier point also show conserv twa fun,conserv point poll earlier point also show conserv twa fun,conserv point poll earlier point also show conserv twa fun,conserv point poll earlier point also show conserv twa fun,10,conserv point poll earlier point also show conserv twa fun
0,tawfiq arif ahmad sangat nak pergi dive tapi ada sangat banyak kerja nak kena buat sorri exceed maximum,tawfiq arif ahmad sangat nak pergi dive tapi ada sangat banyak kerja nak kena buat sorri exceed maximum,tawfiq arif ahmad sangat nak pergi dive tapi ada sangat banyak kerja nak kena buat sorri exceed maximum,tawfiq arif ahmad sangat nak pergi dive tapi ada sangat banyak kerja nak kena buat sorri exceed maximum,18,tawfiq arif ahmad sangat nak pergi dive tapi ada sangat banyak kerja nak kena buat sorri exceed maximum
4,write load letter gtgt autograph request got littl dri spell atm thumbsdown,write load letter gtgt autograph request got littl dri spell atm thumbsdown,write load letter gtgt autograph request got littl dri spell atm thumbsdown,write load letter gtgt autograph request got littl dri spell atm thumbsdown,12,write load letter gtgt autograph request got littl dri spell atm thumbsdown
4,enjoy gather far thank travel prayer well wish,enjoy gather far thank travel prayer well wish,enjoy gather far thank travel prayer well wish,enjoy gather far thank travel prayer well wish,8,enjoy gather far thank travel prayer well wish
4,actual sound bad impli bad cook someth intent,actual sound bad impli bad cook someth intent,actual sound bad impli bad cook someth intent,actual sound bad impli bad cook someth intent,8,actual sound bad impli bad cook someth intent
4,book romant like quotlov storyquot quotreal diaryquot tour life ever thought,book romant like quotlov storyquot quotreal diaryquot tour life ever thought,book romant like quotlov storyquot quotreal diaryquot tour life ever thought,book romant like quotlov storyquot quotreal diaryquot tour life ever thought,11,book romant like quotlov storyquot quotreal diaryquot tour life ever thought
4,gonna go play pool warm spring eastern want join,gonna go play pool warm spring eastern want join,gonna go play pool warm spring eastern want join,gon na go play pool warm spring eastern want join,10,gon na go play pool warm spring eastern want join
0,wander round brighton found lego shop expens,wander round brighton found lego shop expens,wander round brighton found lego shop expens,wander round brighton found lego shop expen,7,wander round brighton found lego shop expen
0,otw mangga unfortun shop,otw mangga unfortun shop,otw mangga unfortun shop,otw mangga unfortun shop,4,otw mangga unfortun shop
4,gonna watch quotlov siamquot bet good movi,gonna watch quotlov siamquot bet good movi,gonna watch quotlov siamquot bet good movi,gon na watch quotlov siamquot bet good movi,8,gon na watch quotlov siamquot bet good movi
4,welcom im gonna call saynow number time tonight leav messag what number,welcom im gonna call saynow number time tonight leav messag what number,welcom im gonna call saynow number time tonight leav messag what number,welcom im gon na call saynow number time tonight leav messag number,12,welcom im gon na call saynow number time tonight leav messag number
